"NewsCode-URI","NewsCode-QCode (flat)","Level 1/NewsCode","Level 2/NewsCode","Level 3/NewsCode","Level 4/NewsCode","Level 5/NewsCode","Name (en-GB)","Definition (en-GB)","Name (fr)","Definition (fr)","Name (es)","Definition (es)","Name (de)","Definition (de)","Name (it)","Definition (it)","Name (jp)","Definition (jp)"
"http://cv.iptc.org/newscodes/subjectcode/11024003","subj:11024003",,,"subj:11024003",,,"political development","The creation and rise of political systems and the history of the people and nations that are associated with those systems. ","Histoire politique","La création et l'évolution des sytèmes politiques et l'histoire des peuples et des nations vivant sous ces systèmes ","desarrollo político","La creación o nacimiento de sistemas políticos en la historial de los pueblos y naciones y que estan asociados a esos sistemas. ","Politikgeschichte","Entstehung und Entwicklung politischer Systeme und die Geschichte der Menschen und Nationen, die mit diesen in Zusammenhang stehen. ","Sviluppo politico","Nascita e crescita di sistemi politici e storia delle nazioni che sono associate a quei sistemi ","政治史","政治的な仕組みの創造や隆盛、およびそれらの仕組みに関連した人々や国家の歴史 "
"http://cv.iptc.org/newscodes/subjectcode/11025000","subj:11025000",,"subj:11025000",,,,"freedom of the press","Mass media rights and freedoms, pressure and intimidation of the journalists, censorship in mass media, activities of government bodies, journalistic associations and/or organizations and other NGOs in regards to press freedom ","Liberté de la presse","Informations sur la liberté de la presse et des médias, les pressions dont font l'objet les journalistes ","libertad de prensa","Historias sobre los derechos et la libertad de los medios de prensa, la presión o intimidación hacia periodistas, censura de la prensa, actividades de entidades gubernamentales, asociaciones periodísticas y/o otras ONG en relación a la libertad de prensa. ","Pressefreiheit","Rechte und Freiheiten der Massenmedien, Druck und Einschüchterung von Journalisten, Zensur, Aktivitäten der Regierung, Journalistenverbände und/oder Organisationen die für die Pressefreiheit kämpfen. ","Libertà Stampa","Diritti e libertà della stampa, pressione o intimidazioni che subiscono i giornalisti, ecc. ","報道の自由","マスメディアの権利と自由、ジャーナリストに対する圧力や脅迫、マスメディアにおける検閲、報道の自由に関係した政府組織やジャーナリストの団体・組織、その他NGOの活動についての記事 "
"http://cv.iptc.org/newscodes/subjectcode/11026000","subj:11026000",,"subj:11026000",,,,"freedom of religion","Religious rights and freedoms, pressure and intimidation of the believers, censorship in mass media, activities of government bodies, journalistic associations and/or organizations and other NGOs in regards to freedom of belief and practice ",,,,,"Religionsfreiheit","Religionsrechte und Freiheiten, Unterdrückung und Einschüchterung von Gläubigen, Zensur in den Massenmedien, Vorgehensweisen von Regierungen, Journalistenverbände und andere NGOs im Zusammenhang mit Glaubensfreiheit und deren Praxis. ","Libertà Religiosa","Diritto e libertà di professare una propria fede religiosa , pressione e intimidazioni subite in alcuni paesi, discriminazioni religiose ","信教の自由","信仰の権利と自由、信仰者に対する圧力や脅迫、マスメディアにおける検閲、信仰と慣習の自由に関する政府組織やジャーナリストの団体・組織、その他NGOの活動についての記事 "
"http://cv.iptc.org/newscodes/subjectcode/11027000","subj:11027000",,"subj:11027000",,,,"treaty","A treaty (as defined by the Vienna Convention on the Law of Treaties) is a written agreement between international entities that is binding under international law. ",,,,,"Internationaler Vertrag","Ein Vertrag (wie es durch die Wiener Vertragsrechtskonvention definiert ist) ist eine schriftliche Vereinbarung zwischen internationalen Gremien, die dem internationalen Recht unterliegt. ","Trattati","Intese vincolanti sottoscritte fra paesi o istituzioni ","条約・協定","条約(条約法のウィーン条約によって定義されたものとして)は、国際法のもとで拘束力のある、国際的な団体の間の書面契約 "
"http://cv.iptc.org/newscodes/subjectcode/11028000","subj:11028000",,"subj:11028000",,,,"international organisation","Includes organisations with members and functions that cross international borders, and may include intergovernmental organisations of sovereign nations. ",,,,,"Internationale Organisation","Beinhaltet Organisationen mit Mitgliedern und Aufgaben, die internationale Grenzen überschreiten; können auch zwischenstaatliche Organisationen und Organisationen von unabhängigen Staaten beinhalten. ","Organizzazioni internazionali","Organizzazioni i cui membri e le cui funzioni operino al di là dei confini dei vari paesi, ma anche organizzazioni intergovernative di paesi sovrani ","国際機関","（国際機関は）各国を横断する構成員と機能を持つ諸機関を含む。また、独立諸国家の政府間組織を含むこともある "
"http://cv.iptc.org/newscodes/subjectcode/12000000","subj:12000000","subj:12000000",,,,,"religion and belief","All aspects of human existence involving theology, philosophy, ethics and spirituality. ","Religion et croyance","Ensemble des croyances, des dogmes relatifs à la théologie, la philosophie, l'éthique et la spiritualité ","religión y credos","Todos los aspectos de la existencia humana que involucran teología, filosofía, ética y espiritualidad. ","Religion, Weltanschauung","Alle Aspekte des menschlichen Lebens, die Religion, Philosophie, Ethik und Spiritualität beinhalten. ","Religioni, Fedi","Insieme dei dogmi, dei riti, delle credenze e delle tradizioni riguardanti la teologia, filosofia, etica e spiritualità. ","宗教・思想","神学、哲学、倫理学、および精神に関係する、人間生活のあらゆる面 "
"http://cv.iptc.org/newscodes/subjectcode/12001000","subj:12001000",,"subj:12001000",,,,"cult and sect","Offshoots of established religious bodies, or small narrow-focused group promulgated by one or two individuals ","Cultes et sectes","Ramification d'une religion établie et/ou groupe idéologique et mystique vivant souvent en communauté et sous l'influence d'un guide ","cultos y sectas","Ramificación de cuerpos religiosos establecidos o grope pequeño promulgado por uno o dos individuos. ","Kult, Sekte","Randerscheinungen von anerkannten religiösen Einheiten, oder kleine eng konzentrierte Gruppen, verbreitet durch ein oder zwei Einzelpersonen. ","Culti, Sette","Varianti o derivazioni da corpi religiosi principali, comunità di minore entità o organizzazioni che seguono le indicazioni di una loro guida ","カルト","正統派の宗教団体からの分派、あるいは一人か二人の人物によって導かれる視野の狭い小団体 "
"http://cv.iptc.org/newscodes/subjectcode/12002000","subj:12002000",,"subj:12002000",,,,"belief (faith)","The established beliefs of an individuals religion ","Croyances","Adhésion de l'esprit à une vérité révélée ","credo (fe)","Las creencias establecidas por las religiones de los individuos. ","Glaube","Anerkannte Glaubensinhalte der Religion einzelner. ","Credo","Verità rivelata da una religione ai suoi fedeli ","信仰","それぞれの宗教の確立した信仰 "
"http://cv.iptc.org/newscodes/subjectcode/12002001","subj:12002001",,,"subj:12002001",,,"unificationism","The belief system of members of the Unification Church established by the Rev. Sun Myung Moon. ","Eglise de l'Unification","Les adeptes de la secte Moon ","unificacionismo","Las creencias de los miembros de la Inglésia de la Unificación, establecida por el reverendo Sun Myung Moon. ","Vereinigungsbewegung","Das Glaubenssystem der Mitglieder der Vereinigungskirche, das von Rev. Sun Myung Moon festgelegt wurde. ","Chiesa dell'Unificazione","Chiesa creata dal reverendo Sun Myung Moon ","統一教会","文鮮明師(Rev. Sun Myung Moon)によって創出された統一教会のメンバーたちの信仰体系 "
"http://cv.iptc.org/newscodes/subjectcode/12002002","subj:12002002",,,"subj:12002002",,,"scientology","Believe that man is a spiritual being endowed with abilities well beyond those which he normally envisages; he's able to solve his own problems, accomplish his goals and gain lasting happiness. ","Scientologie","Ceux qui croient que l'Homme a des capacités allant au-delà de celles qu'il envisage, qu'il est capable de résoudre ses problèmes, d'atteindre ses buts et finalement de gagner son bonheur ","cientología","Creencia de que el Hombre es un ser espiritual dotado con abilidades más allá de lo imaginado; él es capaz de resolver sus propios problemas, alcanzar sus metas y obtener la felicidad eterna. ","Scientology","Der Gaube dass der Mensch ein spirituelles Wesen ist, ausgestattet mit Fähigkeiten, hinter den für gewöhnlich sichtbaren, er ist in der Lage seine eigenen Probleme zu lösen, Großes zu schaffen und dauerhaftes Glück zu erlangen. ","Scientology","Religione fondata da L.Ron Hubbard che vede l'uomo come essere spirituale che migliora quando riesce a conservare la sua integrità spirituale e i suoi valori. ","サイエントロジー","人間は自身が通常想像するより十分な才能に恵まれた精神的な存在だと信じる。なぜなら彼は彼自身の問題を解決し、彼の目標と永遠の幸せを手に入れることができる "
"http://cv.iptc.org/newscodes/subjectcode/12003000","subj:12003000",,"subj:12003000",,,,"freemasonry","A secret international society based on the principles of brotherhood, charity and mutual aid ","Franc-maçonnerie","Sociétés autrefois secrètes, aux ramifications internationales, formées de personnes qu'unit un idéal de fraternité, de charité et de solidarité et qui pratiquent des rites symboliques ","masonería","Una sociedad secreta internacional basada en los principios de la hermandad, caridad y ayuda mutua. ","Freimaurer","Eine geheime internationale Gemeinschaft, die auf den Prinzipien von Brüderlichkeit, Wohltätigkeit und gegenseitiger Hilfe basiert. ","Massoneria","Società iniziatica con un'organizzazione internazionale i cui affiliati condividono gli stessi ideali nel perseguimento dei principi di amore fraterno, soccorso e verità ","フリーメーソン","教団原理と、寄付、相互扶助をベースにした国際的秘密結社 "
"http://cv.iptc.org/newscodes/subjectcode/12004000","subj:12004000",,"subj:12004000",,,,"religion-DEPRECATED","NA","Religion-DEPRECATED","Ensemble des croyances, des dogmes et des pratiques cultuelles régissant les rapports de l'homme avec la puissance divine ou les puissances surnaturelles ","religiones-ANULADO","ANULADO ","Religion-GELÖSCHT","--- ","Religioni - ANNULLATO","Insieme delle credenze, dogmi, pratiche cultuali alla base del rapporto dell'uomo con la rivelazione divina ","宗教団体-使用不可","確定した信仰制度を備えた確立した神学 "
"http://cv.iptc.org/newscodes/subjectcode/12004001","subj:12004001",,,"subj:12004001",,,"christianity-DEPRECATED","NA","Christianisme-DEPRECATED","Les disciples de Jésus Christ ","cristianismo-ANULADO","ANULADO ","Christentum-GELÖSCHT","--- ","Cristiana - ANNULLATO","La fede in Gesù Cristo ","キリスト教-使用不可","イエスキリストとその教えを信仰の中心とする人たち "
"http://cv.iptc.org/newscodes/subjectcode/12004002","subj:12004002",,,"subj:12004002",,,"islam-DEPRECATED","NA","Musulman-DEPRECATED","Disciple de la religion fondée par le prophète arabe Mahomet ","islam-ANULADO","ANULADO ","Islam-GELÖSCHT","--- ","Islamica - ANNULLATO","La religione fondata dal profeta Maometto ","イスラム教-使用不可","アラーとその教えを信仰の中心とする人たち "
"http://cv.iptc.org/newscodes/subjectcode/12004003","subj:12004003",,,"subj:12004003",,,"judaism-DEPRECATED","NA","Judaïsme-DEPRECATED","Religion des juifs et première des grandes religions monothéistes qui a pour fondement l'Alliance inaugurée par Dieu avec le prophète Abraham et la Loi (Torah) donnée à Moïse. ","judaísmo-ANULADO","ANULADO ","Judentum-GELÖSCHT","--- ","Ebraica - ANNULLATO","La prima delle grandi religioni monoteiste, che si fonda nell'alleanza voluta da Dio con il profeta Abramo e nella Torah ","ユダヤ教-使用不可","経典やタルムードに書かれた、メシヤの処女降誕を含む信念に基づいて、唯一神を信じているグループ "
"http://cv.iptc.org/newscodes/subjectcode/12004004","subj:12004004",,,"subj:12004004",,,"buddhism-DEPRECATED","NA","Boudhisme-DEPRECATED","Religion originaire de l'Inde prêchée au 6ème siècle par le Bouddha selon laquelle le sage doit anéantir en lui le désir pour atteindre le nirvana. ","budismo-ANULADO","ANULADO ","Buddhismus-GELÖSCHT","--- ","Buddista - ANNULLATO","Religione originaria dell'India predicata da Buddah ","仏教-使用不可","インドで紀元前6世紀に仏陀によって設立された主要なアジアの宗教で、正しい思考と自制は、欲望のない神の状態へと導くであろうことを説いている "
"http://cv.iptc.org/newscodes/subjectcode/12004005","subj:12004005",,,"subj:12004005",,,"hinduism-DEPRECATED","NA","Hindouisme-DEPRECATED","Ensemble de courants religieux reposant notamment sur une organisation sociale en système de castes, des intouchables (la plus basse) aux Brahmans (la plus haute) ","hinduismo-ANULADO","ANULADO ","Hinduismus-GELÖSCHT","--- ","Induista - ANNULLATO","Insieme dei principi religiosi basati sostanzialmente su un'organizzazione sociale divisa in caste ","ヒンズー教-使用不可","宗教的、社会的な制度で、バラモンの地位が最も高く、不可触民の地位が最も低いとするカースト制度を信じる "
"http://cv.iptc.org/newscodes/subjectcode/12005000","subj:12005000",,"subj:12005000",,,,"church (organisation)-DEPRECATED","NA","église-DEPRECATED","Edifice consacré au culte divin pour les chrétiens ","inglesia (organización) cancelado","ANULADO ","Kirche-GELÖSCHT","--- ","Chiese - ANNULLATO","Edifici consacrati al culto divino per i cristiani ","教会(組織)-使用不可","概してキリスト教を崇拝する場所として同一視できる建物 "
"http://cv.iptc.org/newscodes/subjectcode/12005001","subj:12005001",,,"subj:12005001",,,"religious facilities-DEPRECATED","NA","établissement religieux-DEPRECATED","Tout endroit où un groupe de croyants peut pratiquer ses rites religieux : mosquée, église, maison ou tente ","facilidades religiosas-cancelado","ANULADO ","Religiöse Einrichtung-GELÖSCHT","--- ","Edifici Religiosi - ANNULLATO","Ogni tipo di edificio o struttura nel quale i fedeli possano praticare i riti della loro religione: chiese, moschee, sinagoghe ecc. ","宗教施設-使用不可","モスク、教会、家あるいはテントでも、グループがその宗教の儀式を行なうことができる任意の施設 "
"http://cv.iptc.org/newscodes/subjectcode/12006000","subj:12006000",,"subj:12006000",,,,"values","Personal levels of social behaviour ","Valeurs","Principes, idéaux de référence, qui guident une conduite ","valores","Niveles personales de conducta social. ","Wertvorstellung","Persönliche Stufen sozialen Verhaltens. ","Principi morali","Principi, ideali di riferimento, convinzioni che guidano l'esistenza dell'individuo ","価値観","社会行動の個人的なレベル "
"http://cv.iptc.org/newscodes/subjectcode/12006001","subj:12006001",,,"subj:12006001",,,"ethics","A system of beliefs about acceptable behaviour ","éthique","Science des mœurs et de la morale ","ética","Sistema de creencias acerca de una conducta aceptable. ","Ethik","Glaubenssystem aus akzeptablem Verhalten. ","Etica","Filosofia del comportamento secondo morale ","倫理","好ましい行動についての信念の体系 "
"http://cv.iptc.org/newscodes/subjectcode/12006002","subj:12006002",,,"subj:12006002",,,"corrupt practices","Any action which is harmful to others ","Corruption","Moyens employés pour circonvenir quelqu'un ","prácticas corruptas","Cualquier acción que sea dañina para otros. ","Korruptes Verhalten","Jedes Verhalten, was anderen schadet. ","Comportamenti Immorali","Comportamenti corrotti, contrari a principi morali e atti danneggiare qualcuno ","悪行","他人に有害な行動 "
"http://cv.iptc.org/newscodes/subjectcode/12007000","subj:12007000",,"subj:12007000",,,,"church and state relations","The legal and social division between religious institutions and the affairs of state ","Relations entre l'église et l'Etat","Les lois régissant les rapports entre les institutions religieuses et l'état ","división entre religión y estado","División social y legal entre instituciones religiosas y asuntos de estado. ","Beziehung Kirche und Staat","Trennung von Kirche und Staat. ","Rapporti Stato/Chiesa","Norme che regolano i rapporti fra lo Stato e la Chiesa e fra le istituzioni laiche dello stato e quelle religiose ","政教分離","宗教団体と国家との間の法律上や社会的な区分 "
"http://cv.iptc.org/newscodes/subjectcode/12008000","subj:12008000",,"subj:12008000",,,,"philosophy","Different thoughts about the way the world works ","Philosophie","Les différentes doctrines qui se proposent d'organiser les connaissances en un système cohérent ","filosofía","Distintos pensamientos acerca de cómo el mundo de trabaja. ","Weltanschauung","Verschiedene Gedanken, über die Art und Weise, wie die Welt funktioniert. ","Filosofia","Studio del significato della conoscenza del mondo e del trascendente ","哲学","世の中が機能する方法についての様々な考え "
"http://cv.iptc.org/newscodes/subjectcode/12009000","subj:12009000",,"subj:12009000",,,,"christianity","Those that use Jesus Christ and his teachings as their centre of belief ","Christianisme","Les disciples de Jésus Christ ","cristianismo","Aquellos que utilizan a Jesucristo y sus enseñanzas como centro de su s creencias. ","Christentum","Menschen, die Jesus Christus und seine Lehren als das Zentrum ihres Glaubens sehen. ","Chiese Cristiane","Le chiese che hanno posto l'insegnamento di Gesù Cristo al centro del loro credo ","キリスト教","イエスキリストとその教えを信仰の中心とする人たち "
"http://cv.iptc.org/newscodes/subjectcode/12009001","subj:12009001",,,"subj:12009001",,,"protestant","General term for christian churches and religious communities which developed through the reformation in the 16th century ","Protestantisme","Communauté chrétienne suivant la Réforme au 16e siècle ","protestante","Término general para las iglésias Cristianas y comunidades religiosas que fueron creados durante las reformas del siglo 16. ","Evangelische Kirche","Oberbegriff für christliche Kirchen und religiöse Gemeinschaften, entstanden aus der Reformation des 16. Jahrhunderts. ","Protestante","Chiesa sviluppatasi con la Riforma del XVI secolo ","プロテスタント","16世紀の宗教改革を通じて発現したキリスト教の教会や教団の総称 "
"http://cv.iptc.org/newscodes/subjectcode/12009002","subj:12009002",,,"subj:12009002",,,"lutheran","Christians who follow the teaching of reformer Martin Luther ","Luthérianisme","Chrétiens qui suivent l'enseignement du réformateur Martin Luther ","luterano","Cristianos que siguen las enseñanzas del reformista Martín Lutero. ","Lutheraner","Christen, die der Lehre des Reformers Martin Luther folgen. ","Luterana","Chiesa fondata sugli insegnamenti di Martin Lutero. ","ルター派","宗教改革家マルチン･ルターの教えに従うキリスト教信者 "
"http://cv.iptc.org/newscodes/subjectcode/12009003","subj:12009003",,,"subj:12009003",,,"reformed","Christians who follow the teaching of reformers Johannes Calvin and Ulrich Zwingli ","Calvinisme","Chrétiens qui suivent l'enseignement des réformateurs Jean Calvin et Ulrich Zwingli ","reformado","Cristianos que siguen las enseñanzas de los reformistas Johannes Calvin y Ulrich Zwingli. ","Reformierte","Christen, die der Lehre der Reformer Johannes Calvin und Ulrich Zwingli folgen. ","Riformata","Chiesa fondata sugli insegnamenti di Johannes Calvin e Ulrich Zwingli ","改革派","宗教改革家ジャン･カルヴァンやウルリッヒ･ツヴィングリの教えに従うキリスト教信者 "
"http://cv.iptc.org/newscodes/subjectcode/12009004","subj:12009004",,,"subj:12009004",,,"anglican","Members of the worldwide anglican communion which started in the 16th century in England as a breakaway church from the roman catholic church ","Anglicanisme","Communauté chrétienne qui trouve son origine en Angleterre au 16e siècle comme scission de l'Eglise catholique romaine ","anglicano","Miembros de la comunión mundial Anglicana que comenzó en el siglo 16 en Inglaterra dividiendose de la inglesia Católica Romana. ","Anglikaner","Mitglieder der weltweiten anglikanischen Gemeinschaft, entstanden im 16. Jahrhundert in England nach dem Bruch mit der römisch-katholischen Kirche. ","Anglicana","Chiesa nata dallo scisma in Inghilterra nel XVI secolo, sotto il regno di Enrico VIII, dalla chiesa cattolica ","英国国教会（聖公会）","ローマカトリック教会から離脱し、16世紀の英国で始まった、世界的なアングリカン･コミュニオン(聖公会組織)のメンバー "
"http://cv.iptc.org/newscodes/subjectcode/12009005","subj:12009005",,,"subj:12009005",,,"methodist","Followers of John and Charles Wesley who tried to reform the Church of England in the 18th century and turned into a separate church ","Méthodisme","Partisans de John et Charles Wesley qui ont essayé de réformer l'Eglise d'Angleterre au 18e siècle ","metodista","Seguidores de John y Charles quienes trataron de reformar la inglesia en Ingaterra en el siglo 18 y que originó en una iglesia aparte. ","Methodisten","Anhänger von John und Charles Wesley, die im 18. Jahrhundert die Kirche von England reformieren wollten und dadurch eine eigene Kirche gründeten. ","Metodista","Movimento fondato da John e Charles Wesley che nel XVIII secolo provarono a riformare la chiesa d'Inghilterra e diedero vita ad una chiesa separata ","メソジスト派","18世紀に英国国教会を改革しようとし、別の教会に分離したジョン･ウェスレーとチャールズ･ウェスレーの追随者達 "
"http://cv.iptc.org/newscodes/subjectcode/12009006","subj:12009006",,,"subj:12009006",,,"baptist","Members of a christian church which only baptises adults who truly believe in Christ ","Eglise Baptiste","Eglise chrétienne qui ne baptise que des adultes qui croient réellement au Christ ","bautista","Miembros de la Inglesia Católica que bautiza solamente a los adultosquienes relamente creen en Cristo. ","Baptisten","Mitglieder einer christlichen Kirche, die nur Erwachsene tauft. ","Battista","Chiesa nata nel solco della riforma e che sviluppa la riflessione del battesimo dei credenti, cioè di persone che confessano personalmente la propria fede e lo fanno con il battesimo per immersione ","バプティスト派","真にキリストを信仰する成人にのみ洗礼を施すキリスト教会のメンバー "
"http://cv.iptc.org/newscodes/subjectcode/12009007","subj:12009007",,,"subj:12009007",,,"mennonite","Members of a 16th century christian church which is against military service and baptising infants ","Mennonisme","Eglise chrétienne datant du 16e siècle qui refuse le baptême des enfants et le service militaire ","mennonita","Miembros de una Iglesia Cristiana nacida en el siglo 16, los cuales estan en contra de servir en las fuerzas armadas y bautizar a los niños. ","Mennoniten","Mitglieder einer aus dem 16. Jahrhundert stammenden christlichen Kirche, die gegen Militärdienst und Kindertaufe sind. ","Mennonita","Chiesa cristiana del XVI che secolo che ritiene la Bibbia come unica e sola ispirata da Dio, prende il suo nome da Menno Simons, dal quale origina una tradizione rigorosamente pacifista ","メノナイト派","兵役と幼児への洗礼に反対している16世紀のキリスト教会のメンバー "
"http://cv.iptc.org/newscodes/subjectcode/12009009","subj:12009009",,,"subj:12009009",,,"mormon","Members of a religious community which believes in the Book of Mormon"" and the revelations of founder M.J. Smith ""","Mormon","Communauté religieuse qui croit au Livre des Mormons"" et aux révélations de son fondateur M. J. Smith ""","mormón","Miembros de la comunidad religiosa que cree en el [Libro del Mormón[ y en las revelaciones de su fundador M.J. Smith. ","Mormonen","Mitglieder einer christlichen Gemeinschaft, die an das Buch Mormon und die Visionen des Gründers M.J. Smith glauben. ","Mormone","Comunità religiosa che trova i suoi fondamenti nel “Libro dei Mormoni e nelle rivelazioni ottocentesche del fondatore, il profeta M. J. Smith ""","モルモン教","｢モルモン書｣と始祖M.J.スミスの啓示を信仰する宗教団体のメンバー "
"http://cv.iptc.org/newscodes/subjectcode/12009010","subj:12009010",,,"subj:12009010",,,"roman catholic","Biggest christian church worldwide tracing its origins back to Jesus Christ ","Catholicisme romain","Principale église chrétienne sur le plan mondial ","católico romano","La Iglesia Cristiana más grande del mundo que tiene sus orígines en Jesucristo. ","Römisch-katholische Kirche","Weltweit größte christliche Kirche, die ihre Ursprünge auf Jesus Christus zurückführt. ","Cattolico Romana","La maggiore delle Chiese cristiane nel mondo, che trae la sua origine nella rivelazione di Cristo e nel messaggio evangelico e si consolida nel processo che vede la sede papale di Roma come centro della Cristianità ","カトリック","イエス･キリストの起源までさかのぼる世界的にもっとも巨大なキリスト教徒 "
"http://cv.iptc.org/newscodes/subjectcode/12009011","subj:12009011",,,"subj:12009011",,,"old catholic","Members of a catholic church which started in 1870 and denies the dogma of the infallibility of the pope ","Vieux Catholique","Confession catholique dont l'origine remonte à 1870 et qui conteste l'infallibilité du pape ","antiguo católico","Miembros de la Inglesia Católica que comenzó en 1870 y que deniega el dogma de la infalibilida del Papa. ","Altkatholiken","Mitglieder einer katholischen Kirche, die 1870 entstand und die die Lehre über die Unfehlbarkeit des Papstes ablehnt. ","Veterocattolica","Chiesa nata nel 1870 dopo il Primo Concilio Vaticano da comunità che tennero un concilio a Monaco di Baviera dove aderirono 23 congregazioni soprattutto della Germania e dell'Impero austroungarico ","旧カトリック","1870年に発足したカトリック教会のメンバー。ローマ法王の不可謬(ふかびゅう)性の教義を否定する "
"http://cv.iptc.org/newscodes/subjectcode/12009012","subj:12009012",,,"subj:12009012",,,"orthodoxy","Eastern rite churches which are characterised by their continuity with the apostolic church, their liturgy and their territorial churches, mainly in eastern and south-eastern Europe and the Middle East ","Orthodoxie","Rite chrétien orthodoxe caractérisée par la continuité de l'église apostolique, principalement à l'Est de l'Europe et au Moyen Orient ","ortodoxo","Iglesias Cristiamas que se caracterizan por su continuidad de los ritos de la inglesia apostólica, sus liturgias y sus iglesias territoriales, principalmente en el este y sudeste de Europa y el Medio Oriente. ","Orthodoxe","Kirchen des byzantinischen Ritus, die in der apostolischen Tradition stehen, vor allem in Ost- und Südosteuropa sowie im Mittleren Osten. ","Ortodossa","Chiesa d'Oriente che accoglie tutti i credenti che hanno accettato i principi stabiliti nei Concili di Nicea, Efeso e Calcedonia ","東方正教","主に中東及び東･南東ヨーロッパにおいて、十二使徒教会や聖体礼儀や管轄区教会と密接な関連があると特徴づけられる東方正教会 "
"http://cv.iptc.org/newscodes/subjectcode/12009013","subj:12009013",,,"subj:12009013",,,"salvation army","Christian community organised in a military fashion which does missionary and social work ","Armée du Salut","Communauté chrétienne organisée de manière militaire et dédiée au travail social ","ejército de salvación","Organización Cristiana organizada en forma militar que practica el evenagelio y realiza trabajos sociales. ","Heilsarmee","Militärisch organisierte christliche Gemeinschaft, die missionarisch und sozial tätig ist. ","Esercito Salvezza","Comunità cristiana organizzata in maniera militare che si occupa di missioni e lavori sociali ","救世軍","伝道と社会事業を目的として組織された軍隊式キリスト教団体 "
"http://cv.iptc.org/newscodes/subjectcode/12010000","subj:12010000",,"subj:12010000",,,,"islam","Those who use Allah and his teachings as their centre of belief ","Islam","Religion fondée par le prophète arabe Mahomet au 7e siècle ","islam","Aquellos que utilizan las enseñanzas de Alá como centro de sus creencias. ","Islam","Diejenigen die Allah und seine Lehren als Zentrum ihres Glaubens betrachten. ","Islam","Religione che pone al centro della sua fede l'insegnamento di Allah, fondata dal profeta Maometto ","イスラム教","アラーとその教えを信仰の中心とする人たち "
"http://cv.iptc.org/newscodes/subjectcode/12011000","subj:12011000",,"subj:12011000",,,,"judaism","A group believing in one god, basing their beliefs on written scriptures and the Talmud, including the first coming of the Messiah ","Judaïsme","Religion des juifs et première des grandes religions monothéistes qui a pour fondement l'Alliance inaugurée par Dieu avec le prophète Abraham et la Loi (Torah) donnée à Moïse. ","judaísmo","Grupo que cree en un dios, basando sus creencias en escrituras y en el Talmud, incluyendo la venida del segundo Mesías. ","Judentum","Eine Gruppe, die an einen Gott glaubt, deren Glauben auf den geschriebene heiligen Schriften und dem Talmud beruht, die das erste Erscheinen des Messias beinhalten. ","Ebraismo","Religione che vede il suo fondamento nell'alleanza voluta da Dio con il profeta Abramo e pone al centro della sua fede le sacre scritture e il Talmud ","ユダヤ教","経典やタルムードに書かれた、メシヤの処女降誕を含む信念に基づいて、唯一神を信じているグループ "
"http://cv.iptc.org/newscodes/subjectcode/12012000","subj:12012000",,"subj:12012000",,,,"buddhism","A major Asian religion founded by Buddha in the 6th century BC in India and preaching that right thinking and self denial will lead to a divine state without desire ","Bouddhisme","Religion originaire de l'Inde prêchée au 6ème siècle par le Bouddha selon laquelle le sage doit anéantir en lui le désir pour atteindre le nirvana. ","budismo","El mayor grupo religio de Asia, fundado por Buda en el sigle 6 antes de Cristo en la India, y que predica que pensar correctamente y auto controlarce llevará a un estado de divinidad sin deseo. ","Buddhismus","Eine verbreitete asiatische Religion, gegründet von Buddha im 6ten Jahrhundert vor Christus in Indien, die verkündet, dass richtiges Denken und Selbstverleugnung in einen göttlichen Geisteszustand frei von Wünschen führt. ","Buddismo","Principale religione asiatica fondata da Budda nel VI secolo a.C. in India ","仏教","インドで紀元前6世紀に仏陀によって設立された主要なアジアの宗教で、正しい思考と自制は、欲望のない神の状態へと導くであろうことを説いている "
"http://cv.iptc.org/newscodes/subjectcode/12013000","subj:12013000",,"subj:12013000",,,,"hinduism","A religious and social system, believing in a caste system with the Brahmans the highest and untouchables the lowest. ","Hindouisme","Ensemble de courants religieux reposant notamment sur une organisation sociale en système de castes, des intouchables (la plus basse) aux Brahmanes (la plus haute) ","hinduismo","Un sistema religioso y social que cree en la castidad con el brahmanismo como lo más alto y los intocables como lo más bajo. ","Hinduismus","Ein religiöses und soziales System, Glaube an ein Kastensystem, in dem der Brahmane die Höchste und die Unberührbahren die niedrigste Stufe darstellen. ","Induismo","Religione e sistema sociale che crede nel sistema delle caste con i Bramini nella più alta e gli intoccabili nella più bassa ","ヒンズー教","宗教的、社会的な制度で、バラモンの地位が最も高く、不可触民の地位が最も低いとするカースト制度を信じる "
"http://cv.iptc.org/newscodes/subjectcode/12014000","subj:12014000",,"subj:12014000",,,,"religious festival or holiday","Holy day or day of observance in a religion which sometimes is a public holiday as well ","Fête religieuse","Jour de fête religieuse ou de rite particulier dans une religion, parfois un jour férié ","festivales o festivades religiosas","Días festivo o dia de práctica religiosa el cual a veces es un día festivo público. ","Religiöses Fest oder Feiertag","Feiertag oder religiöser Anlass, der manchmal auch ein öffentlicher Feiertag ist. ","Festività religiose","Giorno sacro o comunque di osservanza di un dato precetto che talvolta corrisponde anche ad un giorno festivo ","宗教祭・祭日","時には公休日となる祝祭日、または宗教上の祝いの日 "
